timestamp,node,cpu_user,cpu_system,cpu_iowait,ram_used,net_received,net_sent,load1,label
1774976060,k3s-control,38.3838375,5.5555556,0.0,1649.5156,83.11104,343.0257,0.53,0
1774976060,k3s-worker-2,9.0,3.0,0.0,323.293,607.9022,147.62145,0.67,0
1774976060,k3s-worker-3,5.0505052,2.0202021,0.0,614.543,64.66388,268.4225,0.17,0
1774976062,k3s-control,37.7551003,5.6122451,0.0,1650.0586,175.7114,514.1088,0.53,0
1774976062,k3s-worker-2,10.7142862,4.0816331,7.6530611,316.4023,804.8057,300.1906,0.62,0
1774976062,k3s-worker-3,8.6294416,4.5685278,0.0,611.3438,152.5249,354.7309,0.17,0
1774976064,k3s-control,36.8686902,9.090909,0.0,1646.1641,209.6831,1698.724,0.49,0
1774976064,k3s-worker-2,8.6734686,3.5714288,0.5102041,316.4023,715.4994,193.3411,0.62,0
1774976064,k3s-worker-3,5.5276381,2.01005,0.0,611.3438,57.24772,261.5767,0.16,0
1774976066,k3s-control,42.1319791,4.5685279,0.0,1645.0938,183.797,824.1948,0.49,0
1774976066,k3s-worker-2,9.1370558,4.0609139,0.0,315.1992,751.8981,191.5383,0.62,0
1774976066,k3s-worker-3,5.0505052,2.0202021,0.0,613.6016,60.94387,278.3731,0.16,0
1774976068,k3s-control,37.0558381,6.0913707,0.0,1644.6758,250.4486,580.9375,0.49,0
1774976068,k3s-worker-2,8.673469,4.591837,0.0,315.1992,780.2085,244.3139,0.57,0
1774976068,k3s-worker-3,5.5555561,2.020202,0.0,613.3555,101.77471,296.8669,0.16,0
1774976070,k3s-control,38.578678,6.0913707,0.0,1645.8555,238.4871,589.1213,0.61,0
1774976070,k3s-worker-2,9.6938779,4.5918369,1.0204082,314.9805,795.3957,253.1948,0.57,0
1774976070,k3s-worker-3,5.0251262,2.0100501,0.0,613.3555,85.75601,288.0777,0.15,0
1774976072,k3s-control,36.3636375,5.5555556,0.0,1643.6562,199.065,532.4774,0.61,0
1774976072,k3s-worker-2,9.6938783,5.1020411,0.0,312.2734,772.9744,245.5579,0.57,0
1774976072,k3s-worker-3,5.0505052,2.0202021,0.0,613.3555,90.41074,290.9412,0.15,0
1774976074,k3s-control,47.2081218,5.0761422,0.0,1642.918,222.3491,560.2426,0.56,0
1774976074,k3s-worker-2,9.6446702,4.0609141,0.0,312.0391,771.6924,243.9456,0.5640616,0
1774976074,k3s-worker-3,4.5454551,2.5252531,0.0,613.1094,61.48581,267.7644,0.15,0
1774976076,k3s-control,38.7755103,5.6122451,0.0,1642.918,234.0934,597.7961,0.56,0
1774976076,k3s-worker-2,10.1522837,4.0609139,2.0304569,311.5586,810.059,254.8177,0.52,0
1774976076,k3s-worker-3,4.5685278,2.0304569,0.0,613.1094,81.49459,284.746,0.14,0
1774976079,k3s-control,39.4871818,5.1282052,0.0,1642.6719,211.2436,563.2641,0.56,0
1774976079,k3s-worker-2,10.2040817,4.0816329,0.0,311.5586,772.2284,218.5687,0.52,0
1774976079,k3s-worker-3,4.5685278,2.0304569,0.0,613.1094,74.98362,282.0175,0.14,0
1774976081,k3s-control,37.7551026,5.6122454,0.0,1643.5742,241.9373,592.308,0.47,0
1774976081,k3s-worker-2,10.2564095,4.1025638,0.0,316.5664,805.3071,258.3384,0.48,0
1774976081,k3s-worker-3,5.0251262,2.0100501,0.0,612.8633,78.26971,279.724,0.12,0
1774976083,k3s-control,38.5786792,4.5685279,0.0,1643.5742,211.1205,560.4984,0.47,0
1774976083,k3s-worker-2,10.6598982,5.0761421,0.0,317.3281,766.9165,212.2703,0.48,0
