timestamp,node,cpu_user,cpu_system,cpu_iowait,ram_used,net_received,net_sent,load1
1774297628,k3s-control,38.3838375,6.0606056,0,1295.8594,161.10674,486.2384,0.43
1774297628,k3s-worker-2,15.1685387,6.1797749,5.0561799,291.1758,660.0371,161.89959,0.7
1774297628,k3s-worker-3,7.0351761,2.512563,0,1107.8086,43.42596,261.3657,0.24
1774297630,k3s-control,41.237113,7.2164955,0,1295.3398,243.3664,588.647,0.43
1774297630,k3s-worker-2,13.0434783,8.0745342,0,288.6758,642.6265,203.8143,0.7
1774297630,k3s-worker-3,5.5555561,2.525253,0,1107.3438,66.18685,278.0762,0.24
1774297633,k3s-control,58.7786289,10.6870228,0,1279.0859,150.57613,464.4859,0.36
1774297633,k3s-worker-2,18.3098601,7.042254,0,292.1641,646.2384,162.42046,0.64
1774297633,k3s-worker-3,6.5326631,2.512563,0,1104.9414,75.14505,292.681,0.2
1774297635,k3s-control,64,8.8,0,1273.25,135.77902,463.9698,0.36
1774297635,k3s-worker-2,15.5844159,5.844156,8.4415579,290.9336,633.3898,127.18096,0.64
1774297635,k3s-worker-3,5.0505051,2.525253,0,1106.25,51.61214,274.0532,0.2
1774297639,k3s-control,69.04762,9.52381,0,1276.4961,72.13864,375.1651,0.33
1774297639,k3s-worker-2,12.6666674,5.3333332,19.3333306,286.7227,599.2381,92.76677,0.59
1774297639,k3s-worker-3,7.5757579,3.030303,0,1111.3906,54.1187,268.6113,0.19
1774297642,k3s-control,64.7540999,10.655738,0,1265.8398,172.7388,521.1586,0.33
1774297642,k3s-worker-2,13.7931036,5.1724142,5.7471263,286.4766,675.5265,182.5868,0.59
1774297642,k3s-worker-3,4.5685278,2.0304569,0,1106.543,77.95642,1056.4715,0.19
1774297645,k3s-control,63.6363613,7.5757582,0,1278.0586,155.63621,484.5965,0.3
1774297645,k3s-worker-2,43.2098766,18.5185185,0,286.4766,726.3414,1188.1816,0.65
1774297645,k3s-worker-3,6.565657,2.525253,0,1106.7148,38.69215,257.2521,0.17
1774297647,k3s-control,51.3888919,9.7222224,0,1277.8398,182.1369,524.269,0.3
1774297647,k3s-worker-2,13.5483864,5.1612898,12.2580644,286.4766,667.7289,159.77633,0.65
1774297647,k3s-worker-3,5.0505051,2.5252531,0,1106.3594,59.6834,272.3191,0.17
1774297650,k3s-control,89.3203884,9.7087378,0,1280.0195,150.14101,631.7324,0.28
1774297650,k3s-worker-2,10.3825143,4.3715851,0,286.4766,671.1162,142.44556,1
1774297650,k3s-worker-3,5.0251259,3.015075,0,1106.5586,53.58604,261.8941,0.16
1774297652,k3s-control,42.1383627,9.4339626,0,1274.5352,168.545,464.5803,0.28
1774297652,k3s-worker-2,16.1073835,7.3825502,2.0134231,290.625,705.0121,193.1405,1
