timestamp,node,cpu_user,cpu_system,cpu_iowait,ram_used,net_received,net_sent,load1,label
1774977407,k3s-control,37.8787879,4.5454547,0.0,1846.121,109.38167,372.6944,0.1,0
1774977407,k3s-worker-2,9.5959596,3.5353538,0.0,451.6172,670.7893,188.0677,2.15,0
1774977407,k3s-worker-3,5.0251261,2.512563,0.0,866.3008,90.67394,309.1148,0.39,0
1774977409,k3s-control,40.6091379,6.0913707,0.0,1840.461,193.1555,559.4283,0.09,0
1774977409,k3s-worker-2,10.1522844,4.5685282,0.0,451.3828,802.1181,236.9103,2.15,0
1774977409,k3s-worker-3,5.0251259,2.512563,0.0,866.3008,215.5938,299.3218,0.39,0
1774977412,k3s-control,41.6243699,5.583756,0.0,1840.461,169.3859,575.6748,0.09,0
1774977412,k3s-worker-2,8.7179487,4.1025638,0.0,450.6445,671.4807,187.3091,1.82,0
1774977412,k3s-worker-3,6.565657,3.030303,0.0,869.543,99.59696,297.3285,0.36,0
1774977414,k3s-control,37.6884424,5.0251263,0.0,1838.738,186.0865,503.5787,0.08,0
1774977414,k3s-worker-2,7.6142134,4.0609142,0.0,450.6445,708.4886,199.1132,1.82,0
1774977414,k3s-worker-3,5.0505052,2.0202021,0.0,869.2969,57.91681,264.0721,0.36,0
1774977417,k3s-control,36.8686874,5.5555556,0.0,1840.043,179.2525,537.8354,0.08,0
1774977417,k3s-worker-2,9.5959596,4.0404038,0.0,449.1797,707.2129,211.5132,1.67,0
1774977417,k3s-worker-3,6.598985,3.045685,0.0,865.1133,61.20812,263.8392,0.41,0
1774977420,k3s-control,39.1959796,5.0251259,0.0,1838.828,228.8221,669.8144,0.0789938,0
1774977420,k3s-worker-2,9.6446702,4.0609141,0.0,449.1797,687.8539,195.8236,1.67,0
1774977420,k3s-worker-3,8.0402012,5.0251262,0.0,865.1133,86.51654,287.0363,0.41,0
1774977422,k3s-control,38.7755088,6.1224488,0.0,1838.953,187.7734,502.4673,0.07,0
1774977422,k3s-worker-2,11.6751266,5.0761418,0.0,452.3828,731.0815,225.8944,1.67,0
1774977422,k3s-worker-3,7.0707071,1.010101,0.0,865.1133,68.60826,272.0271,0.35,0
1774977425,k3s-control,37.5634499,5.583756,0.0,1839.594,197.365,536.0928,0.07,0
1774977425,k3s-worker-2,9.5477393,4.5226131,0.0,452.8438,671.1119,185.3694,1.54,0
1774977425,k3s-worker-3,5.0,2.0,0.0,865.1133,61.05922,272.4676,0.35,0
1774977427,k3s-control,36.3636375,6.0606056,0.0,1839.105,157.39428,485.2167,0.06,0
1774977427,k3s-worker-2,11.1675134,3.5532991,0.0,452.3672,703.9854,190.6983,1.54,0
1774977427,k3s-worker-3,5.0251262,2.0100501,0.0,865.1133,60.92781,261.1819,0.35,0
1774977430,k3s-control,38.8888875,5.5555556,0.0,1839.469,198.6947,529.755,0.06,0
1774977430,k3s-worker-2,11.1675133,5.5837561,0.0,447.1992,761.9812,235.0245,1.49,0
1774977430,k3s-worker-3,5.5,2.5,0.0,865.1133,103.43562,299.8045,0.32,0
1774977432,k3s-control,40.1015202,6.091371,0.0,1840.727,207.7506,543.1883,0.06,0
1774977432,k3s-worker-2,11.2244897,3.5714289,0.0,453.0938,687.0256,196.8566,1.49,0
1774977432,k3s-worker-3,5.5555561,1.5151515,0.0,865.1133,67.755,272.37,0.32,0
1774977434,k3s-control,37.5634499,5.583756,0.0,1840.004,190.4276,516.7884,0.06,0
1774977434,k3s-worker-2,9.137056,5.583756,0.0,450.4961,719.7109,203.1014,1.49,0
1774977434,k3s-worker-3,7.0,2.5,0.0,865.1133,61.91692,265.2352,0.32,0
1774977437,k3s-control,38.6934686,6.0301508,0.0,1838.637,199.0645,561.1619,0.06,0
1774977437,k3s-worker-2,10.6598984,4.0609142,0.0,450.2617,802.009,248.2336,1.37,0
1774977437,k3s-worker-3,5.0251261,2.01005,0.0,864.6484,126.29438,1532.6615,0.3,0
1774977439,k3s-control,36.3636371,6.5656565,0.0,1841.48,194.8184,526.9611,0.05,0
1774977439,k3s-worker-2,10.2040817,4.0816329,0.0,450.0156,712.6504,229.1567,1.37,0
1774977439,k3s-worker-3,7.0,6.0,0.0,864.4023,96.61775,297.8113,0.3,0
