timestamp,node,cpu_user,cpu_system,cpu_iowait,ram_used,net_received,net_sent,load1
1776971764,k3s-control,52.7559113,21.2598405,0,936.0977,1111.2612,148.32514,0.34
1776971764,k3s-worker-2,7.106599,2.538071,0,714.7852,55.92617,291.2753,0.65
1776971764,k3s-worker-3,9.1370565,3.5532992,0,636.3945,47.56905,254.7172,0.02
1776971764,k3s-worker-4,6.060606,3.030303,0,755.0898,43.32369,252.4791,0.03
1776971764,raspberrypi,1.75,0.5,0,2230.531,73.78407,275.2641,0.14
1776971767,k3s-control,86.27451,11.764706,0,934.7812,1141.6381,216.9933,0.34
1776971767,k3s-worker-2,5.0761418,2.5380709,0,714.7852,46.01536,283.6609,0.6
1776971767,k3s-worker-3,7.0707069,3.0303029,0,643.6758,37.16509,254.112,0.01
1776971767,k3s-worker-4,6.5989847,3.0456849,0,755.0898,38.62611,246.4259,0.03
1776971767,raspberrypi,2.015113,1.0075567,0,2231.797,33.28433,274.3199,0.12
1776971770,k3s-control,68.0672272,10.0840336,3.3613449,934.5625,1233.9202,258.5465,0.31
1776971770,k3s-worker-2,6.5989853,2.5380711,0,714.7852,48.41404,270.8646,0.6
1776971770,k3s-worker-3,9.0909086,3.0303029,1.5151514,643.1875,46.99478,271.0829,0.01
1776971770,k3s-worker-4,6.091371,3.553299,0,762.2305,50.30078,269.2241,0.03
1776971770,raspberrypi,2.2556391,1.0025063,0,2232.422,38.00486,269.1683,0.12
1776971773,k3s-control,39.3939386,9.6969697,12.7272725,933.3594,1142.7964,220.6142,0.31
1776971773,k3s-worker-2,9.1370561,3.553299,0,714.7852,30.48409,241.6871,0.55
1776971773,k3s-worker-3,7.6530608,5.1020409,0,642.6953,39.07869,253.6316,0.01
1776971773,k3s-worker-4,6.5326631,4.020101,0,761.7773,38.64535,242.7944,0.02
1776971773,raspberrypi,2.238806,1.4925373,0,2233.016,36.21265,269.9387,0.11
1776971776,k3s-control,71.3043484,13.0434777,0,931.6953,1029.7476,227.4258,0.29
1776971776,k3s-worker-2,7.614213,2.030457,0,714.5664,46.70097,273.7252,0.55
1776971776,k3s-worker-3,7.1065988,3.5532989,0.5076142,642.2148,37.4614,260.2506,0.01
1776971776,k3s-worker-4,7.5376881,3.0150751,0,761.7773,45.01669,269.0983,0.02
1776971776,raspberrypi,1.763224,1.2594458,0,2232.031,35.95042,277.7285,0.11
1776971780,k3s-control,72.7272723,16.3636365,0.9090909,929.2969,964.5919,1162.4084,0.29
1776971780,k3s-worker-2,6.5,2.5,0.5,710.8867,27.70921,223.8216,0.51
1776971780,k3s-worker-3,7.5757579,3.030303,0,641.9961,41.0428,266.1248,0.01
1776971780,k3s-worker-4,13.19797,5.583756,0,760.1836,49.04808,274.0575,0.02
1776971780,raspberrypi,2.0050131,1.2531329,0,2222.344,34.43216,274.8272,0.1
1776971782,k3s-control,30.2564095,9.7435899,0,935.3633,1215.0682,279.0232,0.26
1776971782,k3s-worker-2,6.0606061,3.030303,0,713.543,28.9216,215.1334,0.51
1776971782,k3s-worker-3,9.7435897,3.0769229,0,641.9961,41.26794,247.3027,0.01
1776971782,k3s-worker-4,6.6326532,2.5510201,0,759.2109,45.57576,246.7337,0.02
1776971782,raspberrypi,2.512563,1.0050251,0,2225.359,33.30941,294.1137,0.1
1776971785,k3s-control,85.1485143,13.8613867,0,917.8906,1131.1548,209.6496,0.26
1776971785,k3s-worker-2,9.183673,4.591837,0,711.8203,45.11136,274.4085,0.46
1776971785,k3s-worker-3,11.3402066,4.6391752,0.5154639,641.7773,50.68859,1265.9986,0.17
