timestamp,node,cpu_user,cpu_system,cpu_iowait,ram_used,net_received,net_sent,load1,label
1776966510,k3s-control,33.8983088,10.7344626,11.8644066,948.3203,1080.6015,202.3495,4.05,0
1776966510,k3s-worker-2,7.6530609,2.55102,0.0,940.7695,59.89066,267.3958,0.33,0
1776966510,k3s-worker-3,6.0913711,2.030457,0.0,535.0273,37.77294,249.0003,0.0,0
1776966510,k3s-worker-4,7.6142127,2.5380709,0.0,1101.8633,39.2177,250.9824,0.04,0
1776966510,raspberrypi,2.015113,0.7556675,0.0,2264.828,45.80459,308.8362,0.42,0
1776966513,k3s-control,43.5064909,10.3896102,5.8441561,942.1445,1081.2836,212.2979,4.05,0
1776966513,k3s-worker-2,6.5656569,3.5353539,0.0,940.2891,47.1361,275.1511,0.3,0
1776966513,k3s-worker-3,5.0761418,2.5380709,0.0,535.0273,41.16249,259.9328,0.0,0
1776966513,k3s-worker-4,4.545455,2.525253,0.0,1100.1406,45.74077,267.9593,0.04,0
1776966513,raspberrypi,2.770781,0.7556675,0.0,2266.203,30.49159,263.6476,0.42,0
1776966516,k3s-control,40.3225785,10.2150536,2.6881719,940.8438,1217.0397,268.4587,4.2,0
1776966516,k3s-worker-2,7.1428569,3.061224,0.0,938.5664,45.25477,352.1525,0.3,0
1776966516,k3s-worker-3,6.6326531,2.040816,0.0,553.7656,49.99748,276.6616,0.0,0
1776966516,k3s-worker-4,6.6326528,2.5510199,0.0,1099.6758,36.20519,254.9535,0.04,0
1776966516,raspberrypi,2.2556391,1.0025063,0.0,2266.594,36.26511,269.6989,0.39,0
1776966519,k3s-control,88.0,10.0,0.0,955.3242,1011.6735,190.7906,6.19,0
1776966519,k3s-worker-2,9.0909087,3.5353539,0.0,937.8555,42.82411,255.4004,0.28,0
1776966519,k3s-worker-3,7.6142127,2.0304569,0.0,566.5625,37.22441,251.0694,0.0,0
1776966519,k3s-worker-4,5.583756,2.538071,1.5228426,1099.4297,41.67087,274.9202,0.04,0
1776966519,raspberrypi,3.0,1.5,0.0,2268.094,29.1158,246.6526,0.36,0
1776966522,k3s-control,88.0,10.0,0.0,996.0938,1099.1851,209.18,6.19,0
1776966522,k3s-worker-2,7.1065987,2.5380709,0.0,937.1172,43.82805,259.5376,0.25,0
1776966522,k3s-worker-3,7.1428567,3.5714288,1.0204082,565.8906,43.86553,261.4693,0.0,0
1776966522,k3s-worker-4,6.598985,3.045685,0.0,1099.4297,34.97582,254.834,0.03,0
1776966522,raspberrypi,1.7543861,1.5037595,0.0,2269.359,33.95178,281.5769,0.36,0
1776966526,k3s-control,37.5722498,9.248555,8.092486,964.2305,1113.4929,227.4126,5.69,0
1776966526,k3s-worker-2,11.2244902,3.0612241,0.0,936.6523,52.0088,263.817,0.25,0
1776966526,k3s-worker-3,7.1428573,3.5714291,0.0,565.6445,35.91044,256.2418,0.0,0
1776966526,k3s-worker-4,8.6734687,3.0612239,0.0,1099.2109,43.65457,252.3895,0.03,0
1776966526,raspberrypi,2.777778,1.010101,0.0,2265.688,31.95887,258.1868,0.33,0
1776966529,k3s-control,71.1864407,9.3220341,0.0,977.5508,1260.3847,226.0704,5.69,0
1776966529,k3s-worker-2,7.1428569,3.061224,0.0,934.793,47.01205,270.4241,0.23,0
1776966529,k3s-worker-3,7.6142133,7.1065993,0.5076142,565.1797,46.15685,270.922,0.0,0
1776966529,k3s-worker-4,6.1224491,2.55102,0.0,1097.9805,38.74733,258.4439,0.03,0
1776966529,raspberrypi,2.020202,1.2626263,0.0,2253.469,34.62072,278.541,0.3,0
1776966533,k3s-control,76.106194,9.7345135,0.0,977.3828,1055.9583,179.3166,5.8,0
1776966533,k3s-worker-2,7.5757579,2.525253,0.0,934.793,46.75294,260.2372,0.23,0
1776966533,k3s-worker-3,5.5837559,2.538071,0.0,565.1797,38.04724,258.079,0.0,0
1776966533,k3s-worker-4,7.5757579,2.525253,0.0,1097.9805,34.50119,247.7046,0.03,0
1776966533,raspberrypi,2.01005,1.2562814,0.0,2257.641,53.69785,292.156,0.3,0
1776966536,k3s-control,58.2608706,16.5217392,0.0,976.5664,1086.5102,205.8658,5.41,0
1776966536,k3s-worker-2,6.5326631,3.0150751,0.0,929.625,41.08114,253.8925,0.21,0
1776966536,k3s-worker-3,6.565657,3.030303,0.0,565.1797,33.38742,245.0868,0.0,0
1776966536,k3s-worker-4,6.060606,3.535354,0.0,1097.7617,37.96647,256.88,0.03,0
1776966536,raspberrypi,2.244389,1.2468828,0.0,2260.344,36.7057,262.1754,0.28,0
1776966539,k3s-control,31.4917124,11.6022109,0.0,971.6758,1105.4515,235.6173,5.41,0
1776966539,k3s-worker-2,6.0,3.0,0.0,929.4062,37.62267,252.8402,0.2,0
1776966539,k3s-worker-3,5.5837558,2.0304569,0.0,564.9336,36.84299,250.878,0.0,0
1776966539,k3s-worker-4,6.598985,3.045685,0.0,1097.7617,32.97287,249.6151,0.03,0
1776966539,raspberrypi,2.2613071,0.7537688,0.0,2262.172,27.36628,254.4688,0.26,0
1776966542,k3s-control,55.8333336,14.1666679,0.8333334,973.5859,1171.2015,206.1244,4.98,0
1776966542,k3s-worker-2,7.070707,3.030303,0.0,929.4062,33.04577,252.2595,0.2,0
1776966542,k3s-worker-3,6.060606,3.030303,0.0,564.7148,39.02585,243.5673,0.0,0
1776966542,k3s-worker-4,5.5,3.0,0.0,1095.5469,31.34638,238.4364,0.02,0
1776966542,raspberrypi,2.7638189,1.0050251,0.0,2261.594,30.79,257.9159,0.26,0
1776966546,k3s-control,84.9056608,11.3207551,0.0,972.8477,1062.9491,195.9929,4.98,0
1776966546,k3s-worker-2,6.5656569,3.535354,0.0,932.2656,39.83099,257.9738,0.17,0
1776966546,k3s-worker-3,5.0505051,3.0303031,0.0,572.1016,41.97538,261.9275,0.0,0
1776966546,k3s-worker-4,6.5656569,4.0404039,0.0,1095.5469,44.08265,261.6928,0.02,0
1776966546,raspberrypi,3.2581452,0.7518797,0.0,2268.766,37.64909,308.447,0.24,0
1776966548,k3s-control,54.6099312,10.6382982,0.0,972.1172,1037.6084,203.9731,4.83,0
1776966548,k3s-worker-2,6.565657,2.525253,0.0,931.3242,37.52104,249.5416,0.17,0
1776966548,k3s-worker-3,6.0913712,3.0456851,0.0,571.6367,37.91205,251.7938,0.0,0
1776966548,k3s-worker-4,6.0913712,2.5380711,0.0,1095.3281,38.25225,251.4223,0.02,0
1776966548,raspberrypi,2.255639,1.5037594,0.0,2267.281,30.08987,263.4239,0.24,0
1776966551,k3s-control,34.8958301,8.333333,0.0,971.6523,1050.6672,247.7283,4.83,0
1776966551,k3s-worker-2,7.5757579,3.030303,0.0,931.0781,43.53216,249.7307,0.15,0
1776966551,k3s-worker-3,5.5837559,2.538071,0.0,571.6367,42.39199,253.8415,0.0,0
1776966551,k3s-worker-4,8.1632651,3.061224,0.0,1095.3281,44.53126,256.023,0.02,0
1776966551,raspberrypi,2.272727,1.010101,0.0,2271.422,39.60726,297.4028,0.22,0
1776966554,k3s-control,47.1794879,9.7435896,2.5641029,971.75,1074.9287,266.8289,4.52,0
1776966554,k3s-worker-2,6.598985,2.538071,0.0,930.6133,54.16632,265.6636,0.15,0
1776966554,k3s-worker-3,6.0913712,2.5380711,0.0,571.418,51.70455,275.3651,0.0,0
1776966554,k3s-worker-4,5.5837562,2.5380711,0.0,1095.3281,50.05328,265.7868,0.02,0
1776966554,raspberrypi,2.0100501,1.0050251,0.0,2270.922,23.92416,203.2496,0.22,0
1776966557,k3s-control,73.3944962,12.8440363,0.0,980.2578,1079.6577,205.5182,4.52,0
1776966557,k3s-worker-2,6.5989853,2.5380711,0.0,930.3672,40.92349,263.7788,0.14,0
1776966557,k3s-worker-3,5.5837563,2.5380711,0.0,571.418,33.55065,244.2314,0.0,0
1776966557,k3s-worker-4,9.0452263,3.5175881,0.0,1095.3281,34.32576,247.1048,0.02,0
1776966557,raspberrypi,2.5,1.0,0.0,2272.766,52.23088,311.0918,0.2,0
1776966559,k3s-control,44.4444421,11.1111115,0.0,980.9492,1014.8564,1038.5273,4.16,0
1776966559,k3s-worker-2,7.070707,3.030303,0.0,928.8516,43.73357,257.6963,0.14,0
1776966559,k3s-worker-3,5.6410261,2.051282,0.0,571.418,45.05096,256.1567,0.0,0
1776966559,k3s-worker-4,6.632653,3.061224,1.0204082,1101.3633,45.00696,263.9014,0.02,0
1776966559,raspberrypi,2.2727269,0.2525253,0.0,2260.984,14.946613,267.9237,0.2,0
1776966563,k3s-control,44.3181827,8.5227275,0.0,998.3828,1155.9547,256.1329,4.16,0
1776966563,k3s-worker-2,6.5989851,3.5532991,0.0,928.3594,56.38844,258.4171,0.13,0
1776966563,k3s-worker-3,7.1065987,3.0456849,0.0,570.9531,49.06584,256.7931,0.0,0
1776966563,k3s-worker-4,8.5858588,3.0303029,0.0,1100.8984,53.88063,268.58,0.02,0
1776966563,raspberrypi,2.015113,1.0075567,0.0,2264.031,24.48242,229.5747,0.34,0
1776966565,k3s-control,69.9115022,15.9292045,1.7699121,990.5469,1071.6001,167.8528,3.83,0
1776966565,k3s-worker-2,7.6530612,4.5918371,0.0,921.4961,31.09156,246.6094,0.13,0
1776966565,k3s-worker-3,8.7179487,4.1025639,0.0,570.9531,59.36906,1599.5849,0.0,0
1776966565,k3s-worker-4,7.5376881,2.512563,0.5025126,1100.6523,37.59547,251.2266,0.02,0
1776966565,raspberrypi,2.7568921,0.5012531,0.0,2266.469,26.1151,294.8167,0.34,0
1776966568,k3s-control,47.715736,9.6446692,0.0,1002.2695,1167.8684,272.0197,3.83,0
1776966568,k3s-worker-2,8.6294417,2.5380709,0.0,921.4961,65.36311,257.2393,0.12,0
1776966568,k3s-worker-3,6.091371,3.045685,0.0,570.9531,48.49747,264.9139,0.0,0
1776966568,k3s-worker-4,7.6530614,3.0612242,0.0,1100.6523,54.0698,258.2902,0.01,0
1776966568,raspberrypi,2.255639,1.0025063,0.0,2266.781,30.2538,262.3831,0.29,0
