timestamp,node,cpu_user,cpu_system,cpu_iowait,ram_used,net_received,net_sent,load1
1776968501,k3s-control,67.521368,13.6752136,4.2735039,982.2266,896.3933,180.4609,15.01
1776968501,k3s-worker-2,6.5656571,2.020202,0,755.5586,35.52915,212.368,0.06
1776968501,k3s-worker-3,6.6326531,2.040816,0,1082.4102,32.21954,259.4975,0.1
1776968501,k3s-worker-4,6.0913709,2.030457,0,702.1445,42.56267,267.7484,0.15
1776968501,raspberrypi,3.2745591,0.5037783,0,2245.25,21.64499,190.2229,0.38
1776968504,k3s-control,63.1147518,16.3934435,0,964.2617,946.5371,186.8221,13.79
1776968504,k3s-worker-2,8.0402011,3.015075,0,754.3438,36.1799,219.0208,0.06
1776968504,k3s-worker-3,5.5555561,3.030303,0,1082.4102,24.20229,249.3952,0.09
1776968504,k3s-worker-4,6.0301509,3.015075,0,702.1445,41.83436,268.3164,0.15
1776968504,raspberrypi,2.0100501,1.0050251,0,2246.938,33.28176,271.6566,0.35
1776968507,k3s-control,84.1584166,12.8712865,0,972.4531,1046.5482,178.1812,13.79
1776968507,k3s-worker-2,9.6446698,5.0761419,0,748.9219,57.47615,260.6043,0.05
1776968507,k3s-worker-3,6.0301509,3.015075,0.5025126,1082.1914,21.88525,244.1771,0.09
1776968507,k3s-worker-4,5.5276382,3.0150751,0,701.9258,40.69484,248.2159,0.14
1776968507,raspberrypi,2.5316459,1.5189872,0,2237.156,31.25119,264.147,0.32
1776968510,k3s-control,84,16,0,973.793,1054.7291,174.9899,13.33
1776968510,k3s-worker-2,7.1065993,2.0304571,0,748.9219,49.04858,281.8945,0.05
1776968510,k3s-worker-3,7.5376883,2.5125631,0,1082.1914,40.74576,262.7995,0.08
1776968510,k3s-worker-4,6.060606,3.030303,0,702.1328,39.84507,253.9981,0.14
1776968510,raspberrypi,2.25,1.25,0,2238.531,32.22341,264.074,0.32
1776968513,k3s-control,47.5177316,13.4751774,0,981.7266,917.6093,221.6163,13.33
1776968513,k3s-worker-2,6.5326633,2.0100501,0.5025126,748.7031,46.34964,284.7398,0.05
1776968513,k3s-worker-3,5.5555561,3.030303,0,1082.1914,36.82078,268.9937,0.08
1776968513,k3s-worker-4,8.1218275,3.5532992,0,701.6406,48.28747,270.4152,0.11
1776968513,raspberrypi,2.5062659,0.7518797,0,2242.5,49.3367,274.0554,0.29
1776968517,k3s-control,33.7142871,10.8571421,0.5714286,985.4805,909.4072,246.7615,12.98
1776968517,k3s-worker-2,5.1020409,2.55102,0,743.5469,43.93875,272.2736,0.05
1776968517,k3s-worker-3,5.0505051,3.535354,0,1082.1914,38.77738,253.5423,0.08
1776968517,k3s-worker-4,6.1224491,2.55102,0,701.4766,58.01306,276.3222,0.11
1776968517,raspberrypi,2.7707811,1.0075567,0,2245.734,41.31252,268.7603,0.29
1776968520,k3s-control,35.7575773,14.5454539,9.6969693,971.7656,1187.7769,226.1031,12.98
1776968520,k3s-worker-2,8.121827,1.5228426,0,743.5469,117.28133,233.9768,0.05
1776968520,k3s-worker-3,6.0301509,3.015075,0,1082.1914,107.8513,250.9812,0.07
1776968520,k3s-worker-4,11.2820515,4.6153852,0,696.8281,175.3963,264.7365,0.11
1776968520,raspberrypi,2.525253,0.7575758,0,2246.359,115.83015,289.2587,0.27
1776968523,k3s-control,42.3841065,11.920529,0,957.3008,1051.5092,196.9278,13.31
1776968523,k3s-worker-2,5.1020409,2.55102,0,743.3281,32.31862,214.9647,0.04
1776968523,k3s-worker-3,5.0761421,2.5380711,0,1082.1914,40.21234,251.6986,0.07
1776968523,k3s-worker-4,9.0909094,5.5555563,0,696.8281,45.38864,260.1577,0.1088743
1776968523,raspberrypi,2.5125629,1.2562813,0,2247.516,30.96468,278.2311,0.25
1776968527,k3s-control,69.52381,13.333333,0,956.6719,782.2392,176.6343,13.12
1776968527,k3s-worker-2,7.5757579,3.030303,0,750.4922,37.72594,248.0887,0.04
1776968527,k3s-worker-3,8.5858587,3.0303029,0,1081.9727,36.22505,258.003,0.06
1776968527,k3s-worker-4,10.6598977,3.0456849,0,696.8281,39.44359,242.6554,0.1
1776968527,raspberrypi,2.2727269,0.2525253,0,2247.984,31.79725,275.9253,0.25
1776968530,k3s-control,64.5161296,9.6774189,8.064516,955.8789,1141.5023,227.5529,13.12
1776968530,k3s-worker-2,6.6666671,2.051282,0,750.2461,45.20733,258.0279,0.04
1776968530,k3s-worker-3,9.5959595,4.5454547,0,1088.8945,39.74549,248.0054,0.06
1776968530,k3s-worker-4,6.6326531,2.040816,0,696.6094,38.46187,251.6691,0.09
1776968530,raspberrypi,3.0150749,0.7537688,0,2248.891,29.66596,262.1319,0.23
1776968534,k3s-control,28.7292809,12.7071824,0,944.0039,1095.3003,205.895,12.63
1776968534,k3s-worker-2,10.5527638,2.5125629,0,749.7812,40.80474,272.4324,0.04
1776968534,k3s-worker-3,7.6923079,2.564103,0,1088.6484,37.78594,260.565,0.06
1776968534,k3s-worker-4,8.7179488,2.5641029,0,705.7422,39.56685,250.4439,0.09
1776968534,raspberrypi,1.5037594,1.5037594,0,2249.719,36.73336,260.8342,0.23
1776968537,k3s-control,70.5882365,10.0840335,0,958.5195,1147.8747,231.0838,12.63
1776968537,k3s-worker-2,5.5837562,2.0304571,0,750.8281,49.93018,263.6704,0.03
1776968537,k3s-worker-3,6.091371,3.553299,0,1087.9375,36.12658,244.2634,0.05
1776968537,k3s-worker-4,6.565657,2.525253,0,704.8008,51.48112,249.5234,0.08
1776968537,raspberrypi,2.2670031,2.2670031,0,2234.422,21.76051,249.4637,0.19
1776968540,k3s-control,33.3333313,12.5000005,0,958.3008,1139.4959,464.2055,12.29
1776968540,k3s-worker-2,6.5989849,2.030457,0,750.5938,43.21913,261.3384,0.03
1776968540,k3s-worker-3,10.2040819,3.571429,0,1094.6758,50.03717,252.734,0.05
1776968540,k3s-worker-4,9.1370559,2.538071,0,698.8945,56.76231,265.2996,0.08
1776968540,raspberrypi,1.511335,1.0075567,0,2236.891,16.82739,268.1812,0.18
1776968543,k3s-control,81.73077,13.461538,0,960.2266,969.5246,182.9489,12.29
1776968543,k3s-worker-2,8.2051279,2.564103,0.5128205,750.375,34.86855,249.3133,0.03
1776968543,k3s-worker-3,6.1224491,2.55102,0,1092.9961,58.02508,279.1447,0.04
1776968543,k3s-worker-4,7.179487,3.076923,0,698.8945,37.44625,252.7806,0.07
