timestamp,node,cpu_user,cpu_system,cpu_iowait,ram_used,net_received,net_sent,load1
1774297280,k3s-control,43.9560422,5.4945053,0,1312.2617,41.31617,305.7131,3.14
1774297280,k3s-worker-2,9.392265,2.209945,0,297.8711,570.9077,97.64537,7.2
1774297280,k3s-worker-3,4.5918369,2.0408159,0,802.4102,76.98804,285.3434,0.15
1774297282,k3s-control,61.7886162,9.7560974,0,1313.4297,195.5463,543.7796,2.96
1774297282,k3s-worker-2,9.1836734,4.5918372,7.6530614,297.8711,743.7516,217.6311,6.62
1774297282,k3s-worker-3,6.091371,3.553299,0,800.8945,59.68843,333.7476,0.14
1774297285,k3s-control,49.9999984,7.0512818,0,1315.4648,152.15168,457.6825,2.96
1774297285,k3s-worker-2,11.1111107,5.5555559,0,297.8711,717.8899,983.1622,6.62
1774297285,k3s-worker-3,5.0251261,2.01005,0,800.8945,61.36446,254.1337,0.14
1774297288,k3s-control,50.78125,14.84375,0,1306.6562,145.89523,488.1214,2.96
1774297288,k3s-worker-2,11.8644073,3.9548021,1.694915,297.8711,573.6499,138.31041,6.09
1774297288,k3s-worker-3,7.106599,2.538071,0,800.8945,134.74406,326.091,0.13
1774297291,k3s-control,65.2892572,11.5702475,0,1319.8281,96.45514,400.6051,2.89
1774297291,k3s-worker-2,13.1868133,3.8461541,0,301.0195,657.245,160.24716,6.09
1774297291,k3s-worker-3,4.5454551,2.0202021,0,800.8945,98.05743,289.2959,0.13
1774297294,k3s-control,41.8367312,6.1224492,0,1312.7031,240.4474,624.0365,2.89
1774297294,k3s-worker-2,11.8918916,5.4054048,14.5945946,300.5391,668.7582,171.9176,5.61
1774297294,k3s-worker-3,6.0913711,1.5228426,0,797.4492,87.22666,278.4704,0.1291254
1774297296,k3s-control,40.000001,7.1794872,0,1310.7148,204.7819,566.0712,2.81
1774297296,k3s-worker-2,12.7167625,4.6242768,2.3121389,300.1602,716.7875,193.8859,5.61
1774297296,k3s-worker-3,4.060914,2.030457,0,797.4492,40.4056,242.3131,0.12
1774297298,k3s-control,40.6091379,6.0913707,0,1308.7969,164.53483,510.3911,2.81
1774297298,k3s-worker-2,20.6106888,8.3969465,0,298.9414,536.6002,98.51864,5.16
1774297298,k3s-worker-3,4.5226131,3.0150751,0,797.4492,26.913,224.6425,0.12
1774297301,k3s-control,51.4619878,7.6023387,0,1314.1641,151.63782,556.8504,2.75
1774297301,k3s-worker-2,22.2222209,11.1111115,7.4074073,299.4961,731.8516,113.35084,5.16
1774297301,k3s-worker-3,4.568528,1.5228426,0,797.4492,17.48552,227.3254,0.11
1774297303,k3s-control,44.117648,7.0588237,0,1298.2695,139.5383,511.2824,2.75
1774297303,k3s-worker-2,12.1387278,5.2023119,5.7803469,302.1758,615.9086,154.70635,4.59
1774297303,k3s-worker-3,5.0251261,2.512563,0,797.4492,68.54992,260.4238,0.11
1774297306,k3s-control,47.1544685,5.6910568,0,1305.8086,153.02162,504.2063,2.69
1774297306,k3s-worker-2,15.2542363,4.5197738,0,298.9766,697.3263,128.7687,4.59
1774297306,k3s-worker-3,6.1224489,1.5306122,0,797.4492,34.09074,233.2775,0.1
1774297308,k3s-control,46.0606065,7.2727264,0,1307.9297,132.18261,457.7613,2.69
1774297308,k3s-worker-2,15.0000006,7.8571433,2.1428571,294.1367,629.5678,158.11621,4.59
1774297308,k3s-worker-3,4.5454551,2.5252531,0,797.4492,61.39864,251.4791,0.1
1774297311,k3s-control,57.3643379,9.3023257,0,1309.7344,213.4779,565.8677,2.63
1774297311,k3s-worker-2,13.8461532,4.6153847,4.6153847,293.9023,721.1201,195.5233,4.22
1774297311,k3s-worker-3,5.0505052,2.0202021,0,797.4492,53.8456,251.83,0.17
1774297313,k3s-control,46.1039004,7.7922081,0,1307.3125,178.693,526.7891,2.63
1774297313,k3s-worker-2,10.3092782,4.1237111,7.2164952,293.668,746.2951,233.1436,4.22
1774297313,k3s-worker-3,6.091371,4.060914,0,794.9883,73.27351,269.7625,0.17
1774297315,k3s-control,47.6190476,7.4829926,0,1307.3438,147.48338,486.6915,2.63
1774297315,k3s-worker-2,14.0350885,4.6783632,0,293.4219,651.1178,167.25934,3.88
1774297315,k3s-worker-3,5.5276381,2.01005,0,794.4961,65.58959,259.4106,0.17
1774297318,k3s-control,72.5663709,10.6194691,0,1314.9883,130.95469,457.4879,2.58
1774297318,k3s-worker-2,13.3689845,4.2780751,1.6042782,293.4219,668.7723,143.56612,3.88
1774297318,k3s-worker-3,7.5757579,3.030303,0,794.043,55.80178,270.0516,0.14
1774297321,k3s-control,51.0204079,9.5238096,0,1308.1523,165.03372,533.7726,2.58
1774297321,k3s-worker-2,18.9189195,6.7567568,4.0540539,293.4219,658.9709,143.39154,3.57
1774297321,k3s-worker-3,6.0301511,1.5075377,0,793.8086,42.27464,240.1142,0.14
1774297323,k3s-control,63.5593222,11.0169494,0,1293.625,171.4184,496.0706,2.54
1774297323,k3s-worker-2,14.9068323,4.9689441,4.9689441,293.4219,707.0308,198.3603,3.57
1774297323,k3s-worker-3,5.0251262,2.0100501,0,811.4453,64.92333,259.8964,0.13
1774297326,k3s-control,54.1666687,9.0277778,0,1303.8125,147.83435,495.3212,2.54
