timestamp,node,cpu_user,cpu_system,cpu_iowait,ram_used,net_received,net_sent,load1
1776973720,k3s-control,80.19802,9.90099,0,1308.1719,1137.2326,230.4725,0.5
1776973720,k3s-worker-2,6.5989853,2.5380711,0,721.6289,54.23167,271.4532,0.62
1776973720,k3s-worker-3,6.0913709,2.030457,0,798.5195,41.46633,259.0041,0.3
1776973720,k3s-worker-4,7.1065991,3.045685,3.045685,1218.5391,49.08534,284.4176,0.82
1776973720,raspberrypi,2.770781,0.7556675,0,2218.219,31.30912,258.56,1.2
1776973723,k3s-control,76.2376253,16.8316812,1.9801981,1295.1562,1097.6167,223.6592,1.18
1776973723,k3s-worker-2,6.5326628,3.0150749,0.5025126,721.4102,45.37071,266.5464,0.57
1776973723,k3s-worker-3,5.0761418,2.5380709,0,798.5195,41.24228,256.7363,0.28
1776973723,k3s-worker-4,6.0913709,2.5380709,0,1218.293,43.4302,260.452,0.75
1776973723,raspberrypi,2.525253,0.7575758,0,2219.234,33.30655,272.458,1.1
1776973726,k3s-control,64.0350887,10.5263158,0,1292.6953,1103.3147,217.5251,1.18
1776973726,k3s-worker-2,7.1065987,3.0456849,0,721.4102,43.58866,250.6496,0.52
1776973726,k3s-worker-3,6.5989853,2.0304571,0,798.3008,43.99667,258.7359,0.26
1776973726,k3s-worker-4,5.5276379,2.512563,3.5175879,1217.8281,34.62222,252.6075,0.75
1776973726,raspberrypi,2.01005,1.0050251,0,2218.078,37.05177,270.4126,1.01
1776973729,k3s-control,73,13,0,1288.3164,1094.752,217.155,1.09
1776973729,k3s-worker-2,6.1538461,3.076923,0,722.5117,50.31848,269.2202,0.52
1776973729,k3s-worker-3,7.142857,6.122449,0,798.0547,40.76372,259.1533,0.26
1776973729,k3s-worker-4,7.070707,3.030303,0,1215.6133,39.03989,259.878,0.69
1776973729,raspberrypi,1.763224,1.0075567,0,2204.391,34.86378,265.5837,1.01
1776973732,k3s-control,80.3921573,9.8039217,0.9803922,1285.3359,1075.4289,198.3423,1.09
1776973732,k3s-worker-2,6.0913709,2.5380709,0,722.2656,36.11181,251.2507,0.56
1776973732,k3s-worker-3,5.6410261,3.076923,0,797.8086,41.47595,263.1374,0.24
1776973732,k3s-worker-4,8.080808,2.020202,0,1215.6133,43.86008,259.2277,0.63
1776973732,raspberrypi,2.255639,1.754386,0,2207.359,30.72643,260.6689,0.93
1776973736,k3s-control,36.875,13.75,0,1284.0039,1177.2207,288.9441,1
1776973736,k3s-worker-2,8.6734693,4.5918372,0,718.8477,43.89304,261.2278,0.56
1776973736,k3s-worker-3,5.5555561,2.525253,0,797.5898,40.73369,253.2834,0.24
1776973736,k3s-worker-4,6.060606,2.525253,0,1215.6133,38.02295,247.9899,0.63
1776973736,raspberrypi,2.0100501,1.0050251,0,2207.438,35.30297,269.1564,0.93
1776973738,k3s-control,33.6842099,11.578947,4.210526,1288.8125,1184.3778,530.0262,0.92
1776973738,k3s-worker-2,6.6326528,2.5510199,0,722.9961,197.1388,301.4116,0.52
1776973738,k3s-worker-3,6.0913709,2.5380709,0,797.5898,65.47317,253.2935,0.2
1776973738,k3s-worker-4,9.0909088,2.5252529,0,1215.3945,58.5549,262.7613,0.54
1776973738,raspberrypi,2.7638189,1.0050251,0,2211.719,33.76368,270.5486,0.86
1776973742,k3s-control,84.1584166,11.8811875,1.9801979,1306.9141,1087.5003,453.5569,0.92
1776973742,k3s-worker-2,9.0452259,3.015075,0,722.5195,56.70666,252.1312,0.52
1776973742,k3s-worker-3,5.0761419,3.045685,0,797.5898,60.89135,251.6224,0.26
1776973742,k3s-worker-4,6.5,3,1,1217.9531,37.4127,259.5443,0.54
1776973742,raspberrypi,2.5,1.25,0.25,2208.594,35.10886,279.6085,0.79
1776973745,k3s-control,57.5000021,10.8333334,0,1314.3633,1100.7305,211.6118,0.78
1776973745,k3s-worker-2,7.0707069,3.535354,0,722.3008,43.37135,270.4802,0.47
1776973745,k3s-worker-3,6.6326533,4.0816332,0,799.0742,45.3921,266.2974,0.26
1776973745,k3s-worker-4,5.5555561,2.020202,0,1217.9531,93.36071,268.3305,0.49
1776973745,raspberrypi,2.5125629,1.2562813,0,2219.641,85.00357,281.4628,0.79
1776973749,k3s-control,80.3921582,14.7058817,0.9803922,1311.4531,1115.4604,222.4387,0.88
1776973749,k3s-worker-2,6.565657,3.030303,0,722.0547,42.82344,261.841,0.47
1776973749,k3s-worker-3,8.1632648,4.0816329,0,792.9883,43.28392,255.7029,0.24
1776973749,k3s-worker-4,6.1224492,3.0612241,0,1217.4609,42.5892,264.4886,0.49
1776973749,raspberrypi,2.015113,1.0075567,0,2221.281,34.34327,270.2588,0.73
1776973751,k3s-control,34.5029212,9.9415203,1.1695906,1294.1719,1110.8927,217.3873,0.88
1776973751,k3s-worker-2,6.0913709,2.5380709,0,722.0547,43.20008,254.7469,0.4
1776973751,k3s-worker-3,5.5837563,2.5380711,0,792.9883,53.09719,276.0583,0.24
1776973751,k3s-worker-4,8.1218267,2.0304569,0,1217.2422,54.34615,271.1792,0.45
1776973751,raspberrypi,12.3115576,11.8090446,0,2219.203,37.45779,271.2048,0.73
1776973753,k3s-control,52.2842602,8.121827,0,1292.9648,1167.2698,254.3076,0.88
1776973753,k3s-worker-2,8.6734693,3.0612241,0,721.8086,64.36383,293.1097,0.4
1776973753,k3s-worker-3,6.6666672,3.0769231,7.1794872,797.7031,84.46377,325.563,0.3
1776973753,k3s-worker-4,7.0707069,3.030303,0.5050505,1218.832,60.43562,284.1672,0.45
1776973753,raspberrypi,1.754386,0.5012531,0,2221.953,34.30247,268.7284,0.73
1776973756,k3s-control,46.4285689,11.2244897,0,1285.582,1160.1809,251.0002,1.29
1776973756,k3s-worker-2,7.5376878,3.0150749,0,721.5625,50.74571,284.9617,0.85
1776973756,k3s-worker-3,22.279789,9.3264246,23.834199,762.7578,110.93275,335.5769,0.3
1776973756,k3s-worker-4,5.0761421,2.5380711,0,1218.832,43.85451,258.7223,0.42
1776973756,raspberrypi,2.0100501,1.0050251,0,2222.688,38.52135,273.8839,0.61
1776973758,k3s-control,57.9487174,13.3333324,0.5128205,1284.3867,1243.7064,2392.432,1.29
1776973758,k3s-worker-2,10.3092776,3.6082469,7.7319587,688.9609,118.93489,403.4002,0.85
1776973758,k3s-worker-3,8.7179488,3.0769229,0.5128205,762.7578,49.945,277.4304,0.28
1776973758,k3s-worker-4,11.6751272,7.1065991,0.5076142,1213.1836,48.64867,262.0318,0.42
1776973758,raspberrypi,2.2556391,1.7543861,0,2215.969,39.45335,276.3372,0.61
1776973761,k3s-control,77.2277239,17.8217809,2.9702971,1268.207,1105.1654,189.165,1.26
1776973761,k3s-worker-2,7.070707,3.030303,0,688.5078,37.13468,264.0487,0.78
1776973761,k3s-worker-3,5.5837563,3.0456851,0,770.168,41.21599,260.5666,0.28
1776973761,k3s-worker-4,5.555556,2.525253,0,1213.1836,64.43703,1146.1195,0.38
1776973761,raspberrypi,1.754386,1.2531328,0,2218.781,30.45314,266.5856,0.56
1776973765,k3s-control,40.2366876,11.8343193,2.3668639,1279.2461,1183.0216,361.9986,1.26
1776973765,k3s-worker-2,8.1632654,2.5510201,0,689.9922,54.02164,266.154,0.78
1776973765,k3s-worker-3,10.2040823,5.1020411,0,770.168,62.57783,1609.1571,0.26
1776973765,k3s-worker-4,6.060606,2.525253,1.010101,1213.1836,67.41917,273.2534,0.38
1776973765,raspberrypi,2.5,1,0,2219.438,29.93179,260.9633,0.52
1776973768,k3s-control,56.0810831,11.4864866,0.6756757,1284.6719,1093.3979,233.5282,1.48
1776973768,k3s-worker-2,6.598985,3.045685,0,691.8086,38.53401,251.748,0.72
1776973768,k3s-worker-3,5.0761419,3.045685,0.5076142,769.9492,36.31996,247.9352,0.26
1776973768,k3s-worker-4,6.1224488,3.0612239,0,1212.9375,38.39918,260.747,0.35
1776973768,raspberrypi,3.0075189,1.2531328,0,2221.562,31.16504,270.9971,0.52
1776973771,k3s-control,53.3333316,12.6666674,15.3333335,1293.3164,1094.1981,216.9715,1.44
1776973771,k3s-worker-2,7.6530607,4.0816328,0,691.8086,39.92911,256.4987,0.72
1776973771,k3s-worker-3,6.091371,3.553299,0,769.9492,53.297,258.6292,0.24
1776973771,k3s-worker-4,8.6734686,4.5918368,0.5102041,1212.6914,42.23305,263.6377,0.35
1776973771,raspberrypi,2.020202,0.7575758,0,2222.875,57.77226,280.0542,0.48
1776973774,k3s-control,81.37255,13.72549,0,1270.668,1056.2683,219.0256,1.44
1776973774,k3s-worker-2,8.0808078,3.5353539,0,691.8086,56.26521,1324.6788,0.66
1776973774,k3s-worker-3,7.6142132,4.0609141,0,769.9492,44.78981,264.4938,0.24
1776973774,k3s-worker-4,9.6446705,2.5380711,0,1217.5391,39.72285,255.9879,0.56
