timestamp,node,cpu,mem,net,label
1773171219,k3s-worker-2,0.0,0.9989867581758498,0.40801532259595913,0
1773171221,k3s-worker-2,0.024389639855223404,0.9891124651614528,0.6336580921150469,0
1773171223,k3s-worker-2,0.024629925521630777,0.9847238904883883,0.6604904608133025,0
1773171225,k3s-worker-2,0.036584453148185384,0.9825296031518568,0.7075276729079621,0
1773171228,k3s-worker-2,0.03961513298393467,0.980554744548978,0.6928527455213128,0
1773171230,k3s-worker-2,0.0390191442077518,0.9792381721470588,0.7017372831530289,0
1773171233,k3s-worker-2,0.0446400124131649,0.9876271464970712,0.6723176152362369,0
1773171235,k3s-worker-2,0.04750980641093446,0.9910584351378788,0.6821982958635576,0
1773171238,k3s-worker-2,0.048420159903504845,0.9999849315497816,0.7009703825270818,0
1773171240,k3s-worker-2,0.0506066835507525,0.9979102556095092,0.7207938638195583,0
1773171242,k3s-worker-2,0.06114949341099798,0.9981243791787372,0.7560422386220156,0
1773171245,k3s-worker-2,0.06055777415690725,1.0,0.738384611139229,0
1773171247,k3s-worker-2,0.06410809037376271,0.999357495548677,0.8876237390301778,0
1773171250,k3s-worker-2,0.0629246526732778,0.9980932169103858,0.8799534023622955,0
1773171252,k3s-worker-2,0.0628250130423194,0.996828938272093,0.8832080198446222,0
1773171255,k3s-worker-2,0.06369738651785375,0.9949221551824787,0.8747335502730926,0
1773171258,k3s-worker-2,0.05946478346289145,0.9933600294557005,0.8809415083986847,0
1773171260,k3s-worker-2,0.05689756633296881,0.9934436192313189,0.8864621775378011,0
1773171263,k3s-worker-2,0.05316508744276438,0.9872369780838306,0.8649273014351138,0
1773171266,k3s-worker-2,0.04983103692187387,0.9896037055548161,0.8307841831123155,0
1773171269,k3s-worker-2,0.047124749110807565,0.9854921585434571,0.8076131856431326,0
1773171272,k3s-worker-2,0.049108386490294934,0.9797192480237036,0.7870698639954431,0
1773171274,k3s-worker-2,0.04674150970470255,0.9675935145568594,0.6399231407264845,0
1773171276,k3s-worker-2,0.05325041699967695,0.9579337463426137,0.6350426321861993,0
1773171279,k3s-worker-2,0.052957592061411145,0.9482896261343642,0.6378194329546116,0
1773171282,k3s-worker-2,0.053950944855246735,0.9392880103774359,0.6302197122366704,0
1773171285,k3s-worker-2,0.05841042546877615,0.9204646628570244,0.6294974792749658,0
1773171288,k3s-worker-2,0.05948921085851897,0.9066201898597981,0.6160901426739517,0
1773171290,k3s-worker-2,0.06371275582814973,0.8924622217680888,0.6106644008359643,0
1773171293,k3s-worker-2,0.07186398562113241,0.8789467581277023,0.611506064028796,0
1773171296,k3s-worker-2,0.06730805566238306,0.8697205867975508,0.6372647356636173,0
1773171298,k3s-worker-2,0.06650785575261023,0.8624691403266359,0.6825876079560012,0
1773171300,k3s-worker-2,0.07099197526286154,0.8693181521818065,0.6845851427505066,0
1773171303,k3s-worker-2,0.06673522127524074,0.8658178136097797,0.6606762603307152,0
1773171305,k3s-worker-2,0.06762589484546679,0.8671761140276878,0.670249281123499,0
1773171308,k3s-worker-2,0.06458276829146727,0.8645012412078605,0.6775780519282492,0
1773171311,k3s-worker-2,0.06338706595059733,0.864772874542714,0.7287300544042442,0
1773171313,k3s-worker-2,0.06062671347516426,0.8603791284488639,0.7127659069841346,0
1773171316,k3s-worker-2,0.06003499502877001,0.8640204328184969,0.7125780064857549,0
1773171319,k3s-worker-2,0.05494911417400483,0.8721703690695891,0.7145379918331943,0
1773171322,k3s-worker-2,0.05654644890076754,0.8787320995839102,0.6768677543265048,0
1773171324,k3s-worker-2,0.05843140919273864,0.8846355438972716,0.6614753163958559,0
1773171326,k3s-worker-2,0.058316198327362526,0.8856386212047063,0.6470362704209414,0
1773171328,k3s-worker-2,0.06404459146827186,0.8888934064518739,0.6621630076978359,0
1773171330,k3s-worker-2,0.06572720325167546,0.8876030478035898,0.6761014582381408,0
1773171332,k3s-worker-2,0.07660298160405872,0.8937520454418088,0.6893532520020483,0
1773171335,k3s-worker-2,0.0782794291632586,0.8992950506426991,0.6616897505596364,0
1773171337,k3s-worker-2,0.09220168739468505,0.9036365029729213,0.6985978300802916,0
1773171339,k3s-worker-2,0.09120833448546428,0.8976442528819408,0.7239556613676833,1
1773171341,k3s-worker-2,0.0916932991102424,0.8925923543307732,0.7539880922886938,1
1773171343,k3s-worker-2,0.14868534804748515,0.8727450654949304,0.7883124633251098,1
1773171345,k3s-worker-2,0.24149922114831604,0.8476368367970475,0.7661631365001024,1
1773171347,k3s-worker-2,0.3330417862093718,0.8248221777985286,0.7585663660958594,1
1773171349,k3s-worker-2,0.41857974323873753,0.8059569685184845,0.7565199978622869,1
1773171351,k3s-worker-2,0.5108137916854866,0.7867782641439575,0.7261590667530924,1
1773171353,k3s-worker-2,0.59767997339529,0.7635508722693396,0.7127770377130856,1
1773171356,k3s-worker-2,0.6875936795664649,0.7396129004301328,0.6977923178092013,1
1773171358,k3s-worker-2,0.7713288489213599,0.7155599090596734,0.6749408163240597,1
1773171360,k3s-worker-2,0.8664585181203952,0.6898403381788204,0.6623049292814406,1
1773171363,k3s-worker-2,0.9605418455975637,0.6672658827595208,0.6205301981159402,1
1773171370,k3s-worker-2,1.0,0.6629452944372938,0.5542774556077792,1
1773171376,k3s-worker-2,0.9965442420801178,0.6591889705364096,0.5035145860980392,1
1773171381,k3s-worker-2,0.9958625512066333,0.6558139497559916,0.45828355094055334,1
1773171387,k3s-worker-2,0.9953031077349344,0.6498215659213704,0.40760724056945247,1
1773171394,k3s-worker-2,0.9970425834279584,0.6376801844485303,0.35839042931110443,1
1773171435,k3s-worker-2,0.9958474338976412,0.7422562097506867,0.2960641960826607,1
1773171480,k3s-worker-2,0.9176619895668502,0.9625779942760394,0.24971809369457554,0
1773171489,k3s-worker-2,0.8587251752589511,0.9203286455741345,0.18547953992700894,0
1773171499,k3s-worker-2,0.8014130510885928,0.910674093361888,0.11169719837751431,0
1773171511,k3s-worker-2,0.7399741694878815,0.8865635922258029,0.07026558294773236,0
